file,date,source,num_sents,num_words,num_unique_words,emo,emo_list,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAEB940>,,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAEBA30>,,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAEB970>,,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAEB550>,,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B39202E20>,,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B2FE9A940>,,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B2F3F0E50>,,0.0,0.0,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B851E28B0>,,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAEB8E0>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B10509100>,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B10509700>,,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B105097F0>,,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAE91F0>,,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAE9C70>,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAE9EB0>,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B853EB880>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAD7610>,,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1BAD7730>,,0.0,0.1,0.1,0.0,0.4,0.1,0.0,0.0,0.2,0.1
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD8CB5670>,,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD8CB5B50>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD8CB5730>,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD8CB52B0>,,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD0A64130>,,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD0A690D0>,,0.125,0.0,0.375,0.125,0.25,0.0,0.0,0.0,0.125,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD0A69550>,,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD0A69D60>,,0.12903225806451613,0.06451612903225806,0.12903225806451613,0.03225806451612903,0.16129032258064516,0.1935483870967742,0.03225806451612903,0.0,0.12903225806451613,0.12903225806451613
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029AD0A69100>,,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B2FF9CA00>,,0.0,0.10714285714285714,0.17857142857142858,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1050E610>,,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1050E340>,,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA4850A0>,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA48E070>,,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA422520>,,0.0625,0.09375,0.125,0.09375,0.1875,0.125,0.03125,0.03125,0.15625,0.09375
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA48ABB0>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA48AD60>,,0.08333333333333333,0.0,0.25,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA488BE0>,,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA4882E0>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029ACA4885E0>,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B10508850>,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B10508820>,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1050A790>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1050A7F0>,,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.2
./Top10/2004-07-28-DNCSpeech.txt,2004-07-28,oba,107,2463,891,<nrclex.NRCLex object at 0x0000029B1050A4C0>,,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
